set Nodos:=  
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
;

param Demanda :=
1	1
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	-1
;

param : Arcos : c:=
1	3	105.6834897			3	1	105.6834897
1	2	93.00537619			2	1	93.00537619
2	4	72.11102551			4	2	72.11102551
4	8	108.3374358			8	4	108.3374358
8	15	153.160047			15	8	153.160047
15	27	181.5				27	15	181.5
15	21	115.8428353			21	15	115.8428353
21	27	115.8428353			27	21	115.8428353
21	29	112.2321812			29	21	112.2321812
27	29	95.02236579			29	27	95.02236579
27	34	115.7767248			34	27	115.7767248
34	38	112.5788612			38	34	112.5788612
38	39	102.1077862			39	38	102.1077862
34	35	92.19544457			35	34	92.19544457
38	35	84.62860037			35	38	84.62860037
35	39	98.79271228			39	35	98.79271228
29	32	75.74298647			32	29	75.74298647
32	35	93.74433316			35	32	93.74433316
29	34	128.2224629			34	29	128.2224629
34	32	141.7603612			32	34	141.7603612
4	5	75.16648189			5	4	75.16648189
8	13	114.4027972			13	8	114.4027972
5	9	91.78779875			9	5	91.78779875
8	9	142.126704			9	8	142.126704
2	5	89.05054744			5	2	89.05054744
2	6	125.1598977			6	2	125.1598977
1	6	144.5856148			6	1	144.5856148
3	7	140.014285			7	3	140.014285
6	10	102.0441081			10	6	102.0441081
6	9	99.85990186			9	6	99.85990186
9	14	95.50916186			14	9	95.50916186
9	13	90.90654542			13	9	90.90654542
13	17	91.1811384			17	13	91.1811384
7	6	174.5623098			6	7	174.5623098
3	6	111.9464158			6	3	111.9464158
7	11	127.0157471			11	7	127.0157471
7	10	153.8343265			10	7	153.8343265
10	9	96.42095208			9	10	96.42095208
10	14	105.8914539			14	10	105.8914539
10	11	93.52005133			11	10	93.52005133
11	18	130.0961183			18	11	130.0961183
11	14	157.965186			14	11	157.965186
13	14	104.3551628			14	13	104.3551628
13	15	123.8789732			15	13	123.8789732
15	17	147.0918081			17	15	147.0918081
21	17	94.20489637			17	21	94.20489637
17	14	84.02380615			14	17	84.02380615
14	19	94.64142856			19	14	94.64142856
14	18	100.895986			18	14	100.895986
18	19	73.40980861			19	18	73.40980861
19	24	86.76981042			24	19	86.76981042
17	24	82					24	17	82
21	24	75.07038364			24	21	75.07038364
24	29	102.5768005			29	24	102.5768005
24	26	74.79304781			26	24	74.79304781
26	32	88.141931			32	26	88.141931
26	29	91.21403401			29	26	91.21403401
19	26	112.3610253			26	19	112.3610253
19	25	80.05623024			25	19	80.05623024
18	22	73.4982993			22	18	73.4982993
11	16	84.71717653			16	11	84.71717653
16	18	88.05679985			18	16	88.05679985
16	12	123.1097072			12	16	123.1097072
16	22	94.82615673			22	16	94.82615673
12	23	175					23	12	175
22	25	91.30169768			25	22	91.30169768
22	30	103.406963			30	22	103.406963
23	30	153.3883959			30	23	153.3883959
25	26	74.3236167			26	25	74.3236167
25	30	71.58910532			30	25	71.58910532
30	26	117.4776575			26	30	117.4776575
26	31	88.20430828			31	26	88.20430828
31	32	85.21150157			32	31	85.21150157
30	31	83.60023923			31	30	83.60023923
30	33	86.97700846			33	30	86.97700846
23	33	203.039405			33	23	203.039405
31	36	84					36	31	84
33	36	106.0660172			36	33	106.0660172
31	33	98.68130522			33	31	98.68130522
23	28	99.74467404			28	23	99.74467404
28	33	162.8066338			33	28	162.8066338
28	37	203.3346994			37	28	203.3346994
33	37	78.33900689			37	33	78.33900689
37	36	114.7562634			36	37	114.7562634
32	36	115.3646393			36	32	115.3646393
36	35	137					35	36	137
36	39	119.503138			39	36	119.503138
39	40	105					40	39	105
36	40	86.34813258			40	36	86.34813258
37	40	109.2931837			40	37	109.2931837
12	7	129.7690256			7	12	129.7690256
11	12	101					12	11	101
22	23	85					23	22	85
20	28	126.8266534			28	20	126.8266534
20	12	140.6875972			12	20	140.6875972
16	23	93.47192092			23	16	93.47192092
20	23	86.72946443			23	20	86.72946443

;


param: xcoord ycoord :=
1	-279	322
2	-224	397
3	-219	235
4	-184	457
5	-135	400
6	-135	309
7	-121	135
8	-85	501
9	-51	363
10	-42	267
11	-3	182
12	-3	81
13	7	433
14	40	334
15	62	544
16	81	171
17	92	400
18	104	256
19	134	323
20	134	49
21	152.75	472
22	165	215
23	165	130
24	174	400
25	209	295
26	239	363
27	243.5	544
28	255	87
29	263	451
30	263	248
31	313	315
32	319	400
33	346	222
34	359	536
35	397	452
36	397	315
37	422	203
38	466	501
39	481	400
40	481	295

;
